10/05/2024 08:00:00, 180
10/05/2024 08:15:00, 175
10/05/2024 08:30:00, 170
10/05/2024 08:45:00, 165
10/05/2024 09:00:00, 160
10/05/2024 09:15:00, 155
10/05/2024 09:30:00, 150
10/05/2024 09:45:00, 145
10/05/2024 10:00:00, 140
10/05/2024 10:15:00, 135
10/05/2024 10:30:00, 130
10/05/2024 10:45:00, 125
10/05/2024 11:00:00, 120
10/05/2024 11:15:00, 115
10/05/2024 11:30:00, 110
10/05/2024 11:45:00, 105
10/05/2024 12:00:00, 100
10/05/2024 12:15:00, 95
10/05/2024 12:30:00, 90
10/05/2024 12:45:00, 85
10/05/2024 13:00:00, 80
10/05/2024 13:15:00, 75
10/05/2024 13:30:00, 70
10/05/2024 13:45:00, 65
10/05/2024 14:00:00, 60
