10/05/2024 08:00:00, 65
10/05/2024 08:15:00, 64
10/05/2024 08:30:00, 63
10/05/2024 08:45:00, 62
10/05/2024 09:00:00, 61
10/05/2024 09:15:00, 60
10/05/2024 09:30:00, 59
10/05/2024 09:45:00, 58
10/05/2024 10:00:00, 57
10/05/2024 10:15:00, 56
10/05/2024 10:30:00, 55
10/05/2024 10:45:00, 54
10/05/2024 11:00:00, 53
10/05/2024 11:15:00, 52
10/05/2024 11:30:00, 51
10/05/2024 11:45:00, 50
10/05/2024 12:00:00, 49
10/05/2024 12:15:00, 48
10/05/2024 12:30:00, 47
10/05/2024 12:45:00, 46
10/05/2024 13:00:00, 45
10/05/2024 13:15:00, 44
10/05/2024 13:30:00, 43
10/05/2024 13:45:00, 42
10/05/2024 14:00:00, 41
